QID,distribution format___P437,instance of___P31,description___None,version___None,country___P17,language of work or name___P407,genre___P136,continent___P30,page(s)___P304,Commons category___P373,title___P1476,publication date___P577,label,publisher___P123,author___P50,form of creative work___P7937,main subject___P921,place of publication___P291,narrative location___P840,country of origin___P495,ISBN-10___P957,Amazon Standard Identification Number___P5749,published in___P1433,ISBN-13___P212,followed by___P156,follows___P155,Google Knowledge Graph ID___P2671,official website___P856,Goodreads work ID___P8383,mass___P2067,described by source___P1343,copyright status___P6216,number of parts of this work___P2635,Internet Archive ID___P724,HathiTrust ID___P1844,OCLC number___P243,Google Books ID___P675,subtitle___P1680,image___P18,Freebase ID___P646,TV Tropes ID___P6839,Encyclopædia Britannica Online ID___P1417,Open Library ID___P648,has edition or translation___P747,Goodreads version/edition ID___P2969,Fandom article ID___P6262,Price One Penny work ID___P9622,LibraryThing work ID___P1085,OCLC work ID (obsolete)___P5331,number of pages___P1104,Penguin Random House work ID___P9818,part of the series___P179,topic's main category___P910,inception___P571,document file on Wikimedia Commons___P996,Project Gutenberg ebook ID___P2034,Encyclopedia of China (Third Edition) ID___P10565,Bibliothèque nationale de France ID___P268,VIAF cluster ID___P214,Theatricalia play ID___P1242,P8189___P8189,BBC Things ID___P1617,Library of Congress authority ID___P244,different from___P1889,IDU original ID___P12931,Personality Database work ID___P10688,uses___P2283,derivative work___P4969,characters___P674,FantLab work ID___P7439,ISFDB title ID___P1274,GND ID___P227,Quora topic ID___P3417,movement___P135,museum-digital tag ID___P12596,NNL item ID___P3959,IdRef ID___P269,Encyclopædia Universalis ID___P3219,public domain date___P3893,Namuwiki ID___P8885,Douban book version/edition ID___P6442,CiNii Research ID___P11496,FAST ID___P2163,BabelNet ID___P2581,DNB edition ID___P1292,K10plus PPN ID___P6721,Zhihu topic ID___P3553,NACSIS-CAT bibliography ID___P1739,cover art by___P736,award received___P166,Douban book works ID___P10319,CBDB.cz book ID___P10401,National Library of Israel ID (old)___P949,Libraries Australia ID___P409,National Library of Poland MMS ID___P7293,NLP ID (old)___P1695,National Book Foundation book ID___P6580,work available at URL___P953,first line___P1922,Yale LUX ID___P13591,original language of film or TV show___P364,Unconsenting Media ID___P9821,IDU play ID___P12930,has characteristic___P1552,nominated for___P1411,on focus list of Wikimedia project___P5008,Book Marks ID___P8632,MusicBrainz work ID___P435,MusicBrainz release group ID___P436,X (Twitter) username___P2002,social media followers___P8687,Wikisource index page URL___P1957,narrator___P2438,named after___P138,original broadcaster___P449,number of episodes___P1113,start time___P580,NicoNicoPedia ID___P6900,Deutsche Synchronkartei series ID___P4834,LyricsTranslate ID___P7212,Facebook username___P2013,audio system___P7501,Colon Classification___P8248,creator___P170,described at URL___P973,translator___P655,NooSFere book ID___P5571,Allcinema film ID___P2465,Bitraga work ID___P6175,depicts___P180,set in environment___P8411,illustrator___P110,Wolfram Language entity code___P4839,has part(s)___P527,ISFDB series ID___P1235,date of first performance___P1191,location___P276,performer___P175,AusStage work ID___P8294,director___P57,scenographer___P4608,location of first performance___P4647,composer___P86,cast member___P161,HaBima Archive play ID___P10468,Kallías ID___P9918,duration___P2047,Internet Broadway Database show ID___P1219,native label___P1705,set in period___P2408,Babelio work ID___P3631,last line___P3132,part of___P361,NL CR AUT ID___P691,Vegetti Catalog of Fantastic Literature NILF ID___P2191,dedicated to___P825,BookBrainz work ID___P7823,printed by___P872,author name string___P2093,takes place in fictional universe___P1434,media franchise___P8345,intended public___P2360,price___P2284,time period___P2348,Library of Congress Classification___P1149,editor___P98,Kinematoscope literary work ID___P7487,NooSFere story ID___P6221,Vikidia article ID___P12800,VK username___P3185,Instagram username___P2003,based on___P144,Hoopla title ID___P5680,Douban film ID___P4529,Archival Resource Key___P8091,Gallica ID___P4258,cites work___P2860,influenced by___P737,Library of Congress Control Number (LCCN) (bibliographic)___P1144,"references work, tradition or theory___P8371",lib.reviews ID___P3308,location of creation___P1071,inspired by___P941,Google News topics ID___P5337,Dewey Decimal Classification (works and editions)___P8359,motto text___P1451,Bangumi subject ID___P5732,DC Books book ID___P9830,Store norske leksikon (Great Norwegian Encyclopedia) ID___P4342,epigraph___P7150,National Library of Spain SpMaBN ID (BNE v1.0)___P950,width___P2049,length___P2043,Encyclopedia of Korean Culture ID___P9475,Bing entity ID___P9885,Canadiana Name Authority ID___P8179,University of Barcelona authority ID___P11686,CANTIC ID___P9984,WorldCat Entities ID___P10832,NDL Persistent ID___P9836,Pixiv Encyclopedia ID___P11408,JPNO___P2687,NDL Bib ID___P1054,Aozora Bunko work ID___P7312,NDL Authority ID___P349,AustLit ID___P8295,color___P462,end time___P582,Cultureel Woordenboek ID___P3569,Lex ID___P8313,catalog code___P528,said to be the same as___P460,narrative motif___P6962,Aarne–Thompson–Uther Tale Type Index___P2540,manifestation of___P1557,Perry Index___P1852,ARLIMA ID___P4549,contributor to the creative work or subject___P767,used metre___P2551,DraCor ID___P12233,Hans Christian Andersen Centre work ID___P3675,edition or translation of___P629,Commons gallery___P935,YouTube video ID___P1651,BiblioNet publication ID___P2187,height___P2048,Library of Congress Classification (works and editions)___P8360,sport___P641,Wikisimpsons article ID___P10291,The Literary Encyclopedia work ID___P11932,Treccani's Dizionario di Filosofia ID___P7993,total produced___P1092,adapted by___P5202,collection___P195,subclass of___P279,studied by___P2579,field of work___P101,reference URL___P854,ELMCIP ID___P12204,edition number___P393,facet of___P1269,National Library of Latvia ID___P1368,Modernist Commons ID___P9365,Finna ID___P9478,ProQuest document ID___P6572,volume___P478,JSTOR article ID___P888,Semantic Scholar corpus ID___P8299,Semantic Scholar paper ID___P4011,ISAN___P3212,DOI___P356,Bibliotheca Hagiographica Latina ID___P7924,National Library of Ireland ID___P10227,ToposText work ID___P8070,Pinakes work ID___P12200,Vatican Library VcBA ID___P8034,entry in abbreviations table___P8703,Clavis Patrum Latinorum ID___P7980,Libris-URI___P5587,NORAF ID___P1015,National Library of Lithuania ID___P7699,Microsoft Academic ID___P6366,PHI Latin Texts work ID___P8311,ctext work ID___P4517,BDRC Resource ID___P2477,state of transmission___P12020,Clavis Historicorum Antiquitatis Posterioris work ID___P11861,Goodreads series ID___P6947,SUDOC editions___P1025,American University of Beirut's Libraries title ID___P9409,Beirut Arab University's Libraries title ID___P9504,related image___P6802,British Library system number___P5199,Gran Enciclopèdia Catalana ID (former scheme)___P1296,Gran Enciclopèdia Catalana ID___P12385,De Agostini ID___P6706,PACTOLS thesaurus ID___P4212,replaces___P1365,author of afterword___P2680,author of foreword___P2679
Q4468098,,literary work,"book by Antonov Sergey Valentinovich in the ""Universe of Metro 2033"" series",1803537733,,Russian,post-apocalyptic fiction,,,,,2010-01-01T00:00:00Z,Metro 2033: Dark Tunnels,Insignis Media,Syarhey Antonaw,,,,,Russia,,,,978-5-17-065009-5,Piter,Metro 2033: Road Signs,/g/11b60_8qw5,,15173898,,,,,,,,,,,,,,,,17451743,,,,,,,Metro 2033 universe,,,,,,,,,,,,,,,,,,182988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3496609,,literary work,short story by Arthur C. Clarke,2353140330,,English,post-apocalyptic fiction,,,,"""If I Forget Thee, Oh Earth...""",1951-09-01T00:00:00Z,"If I Forget Thee, Oh Earth",,Arthur C. Clarke,short story,,,,United Kingdom,,,Future Science Fiction,,,,,,,,,,,,,,,,,/m/06y68t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10322,56726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Psalm 137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5684428,,literary work,1974 novel by Richard Brautigan,2340037530,,English,Gothic fiction,,,,The Hawkline Monster,1974-01-01T00:00:00Z,The Hawkline Monster,Simon & Schuster,Richard Brautigan,novel,,,,United States,,,,,Willard and His Bowling Trophies,The Abortion: An Historical Romance 1966,,,14861,,,,,,,868088,,A Gothic Western,,/m/03gzhmg,,,,,,,,,509162273,,,,,,,,,,,,,,,,,,,,,,13539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q59397088,,literary work,"part of Suzanne Wright's ""The Dark in You"" series",2349183842,,,paranormal romance,,,,,2016-09-01T00:00:00Z,Blaze,,Suzanne Wright,novel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Dark in You,,,,,,,,,,,,,,,,,,,2035734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q59396938,,literary work,2015 novel by Suzanne Wright,2349183835,,,paranormal romance,,,,,2015-01-01T00:00:00Z,Burn,,Suzanne Wright,novel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Dark in You,,,,,,,,,,,,,,,,,,,1886695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20668221,,literary work,2006 novel by Kresley Cole,2371841265,,English,paranormal romance,,,,A Hunger Like No Other,2006-04-01T00:00:00Z,A Hunger Like No Other,,Kresley Cole,novel,,,,,,,,,No Rest for the Wicked,The Warlord Wants Forever,,,16422,,,,,,,,,,,,,,OL5805164W,A Hunger Like No Other,,,,632406,,,,The Immortals After Dark,,,,,,,,,,,,,,,,,,,180804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25461290,,literary work,novel by Jessica Bird,2353103217,,English,paranormal romance,,,,The Shadows,,The Shadows,,Jessica Bird,,,,,,,,,,The Beast,The King,,,,,,,,,,,,,,,,,,,,,,,,,,Black Dagger Brotherhood,,,,,,,,,,,,,,,,,,631294,1817425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q130280427,,literary work,novel by Jessica Bird,2353103239,,English,paranormal romance,,,,The Beast,2016-01-01T00:00:00Z,The Beast,,Jessica Bird,,,,,,,,,,The Chosen,The Shadows,,,,,,,,,,,,,,,,,OL19275125W,,,,,,,,,Black Dagger Brotherhood,,,,,,,,,,,,,,,,,,804038,1978375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q130280661,,literary work,novel by Jessica Bird,2353103321,,English,paranormal romance,,,,Lover Arisen,2022-04-05T00:00:00Z,Lover Arisen,,Jessica Bird,,,,,,,,,,,Lover Unveiled,,,,,,,,,,,,,,,,,,,,,,,,,,Black Dagger Brotherhood,,,,,,,,,,,,,,,,,,1631279,2993948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25461293,,literary work,2015 novel by Jessica Bird,2353103382,,English,paranormal romance,,,,Blood Kiss,2015-12-01T00:00:00Z,Blood Kiss,,Jessica Bird,novel,,,,,,,,,,,/g/11bwftf0b_,,,,,,,,,,,,,,,,OL31954729W,,,,,,,,,Black Dagger Legacy,,,,,,,,,,,,,,,,,,804022,1928242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7539910,,literary work,novel by MaryJanice Davidson,2355373424,,English,paranormal romance,,,,Sleeping with the Fishes,2006-11-28T00:00:00Z,Sleeping with the Fishes,,MaryJanice Davidson,novel,,,Boston,United States,,,,,Swimming Without a Net,,,,1089412,,,,,,,76687779,,,,,,,OL5754424W,,,,,1229888,59556147,,299260,,,,,,,,,,,,,,,,,,,,942335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7656238,,literary work,novel by MaryJanice Davidson,2355373443,,English,paranormal romance,,,,Swimming Without a Net,2007-11-27T00:00:00Z,Swimming Without a Net,,MaryJanice Davidson,novel,,,,United States,,,,,,Sleeping with the Fishes,,,2627515,,,,,,,154685100,,,,,,,OL5754427W,,,,,3293794,104639774,,299328,,,,,,,,,,,,,,,,,,,,873350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20668226,,literary work,2006 novel by Kresley Cole,2371841283,,English,paranormal romance,,,,No Rest for the Wicked,2006-11-01T00:00:00Z,No Rest for the Wicked,,Kresley Cole,novel,,,,,,,,,,A Hunger Like No Other,,,1097825,,,,,,,,,,,,,,OL5805172W,,,,,986893,,,,The Immortals After Dark,,,,,,,,,,,,,,,,,,,197787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20668218,,literary work,2006 novel by Kresley Cole,2310573527,,English,paranormal romance,,,,The Warlord Wants Forever,2006-01-01T00:00:00Z,The Warlord Wants Forever,,Kresley Cole,novel,,,,,,,,978-1-4165-1087-1,A Hunger Like No Other,,,,9882,,,,,,,,,,,,,,OL3431967M,,6625,,,,,,,The Immortals After Dark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11872800,,literary work,novel by Jessica Bird,2353103117,,English,paranormal romance,,,,Lover Avenged,2009-01-01T00:00:00Z,Lover Avenged,,Jessica Bird,,,,,,,,,,Lover Mine,Lover Enshrined,,,,,,,,,,,,,,,,,OL25109363W,,,,,,,,,Black Dagger Brotherhood,,,,,,,,,,,,,,,,,,261160,1027593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20916999,,literary work,novel by Jessica Bird,2353103163,,English,paranormal romance,,,,Lover Reborn,2009-01-01T00:00:00Z,Lover Reborn,,Jessica Bird,,,,,,,,,,Lover At Last,Lover Unleashed,,,,,,,,,,,,,,/m/0j7c4h_,,,,,,,,,,,,Black Dagger Brotherhood,,,,,,,,,,,,,,,,,,396809,1375187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19703103,,literary work,2009 novel by Jessica Bird,2353103470,,English,paranormal romance,,,,Covet,2009-01-01T00:00:00Z,Covet,,Jessica Bird,novel,,,,,,,,,Crave,,,,,,,,,,,,,,,,,,,,,,,,,,,Fallen Angels Series,,,,,,,,,,,,,,,,,,292435,1028244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q130280795,,literary work,novel by Jessica Bird,2353103502,,English,paranormal romance,,,,Envy,2011-09-06T00:00:00Z,Envy,,Jessica Bird,,,,,,,,,,,Crave,,,,,,,,,,,,,,,,,OL24445133W,,,,,,,,,Fallen Angels Series,,,,,,,,,,,,,,,,,,292444,1311348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q133192280,,literary work,1987 novel by Nora Roberts,2354124337,,English,paranormal romance,,,,,1987-01-01T00:00:00Z,Mind Over Matter,,Nora Roberts,novel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298732,177113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q59397231,,literary work,novel by Suzanne Wright,2361750313,,English,paranormal romance,,,,Ashes,2017-07-04T00:00:00Z,Ashes,,Suzanne Wright,novel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Dark in You,,,,,,,,,,,,,,,,,,,2212847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q133560636,,literary work,2011 novel by Christopher Buehlman,2362761366,,English,paranormal fiction,,,,Those Across the River,,Those Across the River,,Christopher Buehlman,novel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309009,,,,,,,,,,,,,,,,,,,,1311392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,World Fantasy Award for Best Novel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q55738571,,literary work,"book by Ruslan Melnikov in the ""Universe of Metro 2033"" series",1779715121,,Russian,post-apocalyptic fiction,,,,,2011-01-01T00:00:00Z,Metro 2033: Murancha,Insignis Media,,,,Russia,,Russia,,,,,Metro 2033: Bezymyanka,Metro 2033: War of Moles,/g/11f04br6kc,,,,,,,,,,,,,,,,,,,,,,,,,Metro 2033 universe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q114729539,,literary work,2010 novel by Kerrelyn Sparks,1753249159,,,paranormal romance,,,,The Vampire and the Virgin,2010-01-01T00:00:00Z,The Vampire and the Virgin (Love at Stake #8),,Kerrelyn Sparks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4025942,,literary work,novel by Viktor Pelevin,1881920587,,Russian,vampire fiction,,,,,2006-01-01T00:00:00Z,Empire V,,Victor Pelevin,novel,,,,,,,,,Batman Apollo,,/g/122vxxzj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370146462553127771287,,,,,,,,,Empire V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17118786,,literary work,2010 novels by Simon Guerrier,2227771510,,British English,vampire fiction,,,,,2010-01-01T00:00:00Z,Being Human Novels,BBC Books,Simon Guerrier,novel,,,Bristol,United Kingdom,,,,,,,,,,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Being%20Human%20title.jpg,/m/010s52dt,,,,,,beinghuman:BBC_Novels_and_Audiobooks,,,,,,,,,,,,,,,,,,,,,,,George Sands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Being Human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5944792,,literary work,2002 novel by Darren Shan,2353209713,,English,vampire fiction,,,,Hunters of the Dusk,2004-05-04T00:00:00Z,Hunters of the Dusk,"Little, Brown and Company",Darren O'Shaughnessy,novel,,,,United States,,,,,,,,,2507696,,,,,cirquedufreak7hu00darr,,,,,,/m/0cwxz_,,,OL5727096W,,,,,,,,,Vampire War Trilogy,,,,,,,,,,,,,,,,,,182593,155735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16386299,,literary work,novel by Amelia Atwater-Rhodes,2353079779,,English,vampire fiction,,,,In the Forests of the Night,1999-01-01T00:00:00Z,In the Forests of the Night,Dell Publishing,Amelia Atwater-Rhodes,novel,,,,United States,,,,,Demon in My View,,,,,,,,,,,,,,,/m/0968hf,,,,,,,,,,,6078,Den of Shadows,,,,,,,,,,,,,,,,,,,179286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
